"종류(01한식,02중식,03일식,04양식,05기타외국음식,06디저트/카페)",테마(국가),업소명,전화번호,주소1,주소2,주요요리,위도,경도,사장님이자랑하는내가게한마디
5,미국,스모키살룬(SMOKEY SALOON),,서울특별시 용산구 이태원로27가길 9,(이태원동),"주요메뉴 : 엠뷸런스 13,000추천메뉴 : 스파이시 밤 12,300",37.53496491,126.9947819,The hamburger Grill
5,"프랑스, 이탈리아",오레노,02-794-0055,서울특별시 용산구 이태원로27가길 8,지상1층 (이태원동),"주요메뉴 : 로씨니 22,900추천메뉴 : 비스마르크(L) 9,900",37.53513431,126.9948995,일본식 프렌치&이탈리아의 고급 메뉴를 한번에 맛볼수 있다.
5,불가리아,젤렌(Zelen),02-749-0600,서울특별시 용산구 이태원로27가길 52,(이태원동),"주요메뉴 : 샵스카 샐러드 15,500, 스피니치 치킨 22,000추천메뉴 : 메샤나 스카라(고기모듬) 49,500",37.53508732,126.9923968,불가리아 전통식 레스토랑
5,"일본,태국",(주)마이홍(마이누들),02-794-8990,서울특별시 용산구 이태원로23길 6,"지상2,3층 (이태원동)","주요메뉴 : 카오패드푸 13,000, 가이양 22,000추천메뉴 : 홍라멘 14,000",37.53480623,126.9927951,홍석천은 맛있다.
5,인도,모글인터내쇼날,02-796-5501~2,서울특별시 용산구 이태원로27가길 36,(이태원동),"주요메뉴 : 바베큐 (닭고기, 소고기, 양고기, 참치, 왕새우) \19,250 ~ \40,000 커리 (치킨마크니 \18,700, 새우카레 \20,900, 소고기버섯카레 \22,000, 양고기카레 \18,700 팔릭파니르 \18,700)추천메뉴 : 머튼 리브(양갈비 스팀요리 2인분 기준 \66,000) 탄두리플래터(모듬바베큐 \38,500)",37.53522072,126.993225,"1984년 인도 레스토랑으로 오픈하였고 요리사와 써빙하는 웨이터 전원이 현지인으로 이국적인 맛과 분위기를 즐길 수 있는 도심속에서 보기드문 유럽풍 야외정원이 있어 특별함을 더 느낄 수 있습니다. 년중무휴로 매주 토,일요일에는 인도 정통 스페셜 뷔페가 운영되고 있습니다 "
5,이탈리아,그릴(Grill),02-3786-6227,서울특별시 용산구 이태원로27가길 26,지하1층 (이태원동),"주요메뉴 : New York sirloin steak 34,000, Lamb stea 38,000, Filleto di manzo 42,000, Di mare pasta 16,000추천메뉴 : chicken salami pizza 18,000",37.53510542,126.9937907,
5,태국,테이스트 오브 타이랜드(Taste of Thailand),02-797-2722,서울특별시 용산구 회나무로 22,지상2층 (이태원동),"주요메뉴 : �c양꿍 14,500 팟타이 주문시 토핑에 따라 가격이 정해짐추천메뉴 : �c양꿍 14,500 팟타이 주문시 토핑에 따라 가격이 정해짐",37.53907671,126.9893278,
5,이탈리아,비스트로알리(Bistro AL`LI),02-798-2460,서울특별시 용산구 이태원로55가길 26-4,(한남동),"주요메뉴 : 화덕피자(고르곤졸라) 16,000, 파스타(해물스파게티) 15,000추천메뉴 : 화덕피자(고르곤졸라) 16,000",37.53735448,126.9999547,
5,미국,제씨컴퍼니,02-795-1303,서울특별시 용산구 이태원로19길 5,3층 (이태원동),"주요메뉴 : 베이컨 최다 13,900, 칠리 버거 14,900추천메뉴 : 텍사스 렌처 14,900",37.53475931,126.9917587,서양식 버거 & 펍
5,이탈리아,로즈앤크라운2,02-794-2555,서울특별시 용산구 이태원로19길 6,지상 3층 (이태원동),"주요메뉴 : 피쉬앤칩스 16,000, 페퍼로니 피자 11,000추천메뉴 : 로즈 비프버거 12,000",37.53474131,126.9919941,
5,이탈리아,레뒤플라,02-797-2228,서울특별시 용산구 이태원로19길 6-4,지상 3층 (이태원동),"주요메뉴 : 파스타 12,000~13,000, 피자 15,000추천메뉴 : 스테이크 27,000",37.53476294,126.9921253,
5,멕시코,그릴5타코,02-790-5549,서울특별시 용산구 이태원로19길 9,지상1층 (이태원동),"주요메뉴 : 서울프라이즈 11,000, 김치 케사디아 9,000추천메뉴 : 치킨부리또 (싱글 8,900 세트 11,000)",37.53489987,126.9917361,한국인 입맛에 맞는 멕시코 음식
5,일본,사와강,02-797-1112,서울특별시 용산구 이태원로55가길 18,(한남동),"주요메뉴 : 사시미 40,000~120,000 탕(대구탕, 참복탕) ~25,000추천메뉴 : 스시 18,000~ ",37.53762839,127.0001629,최고의 스시맛(스시강)
5,미국,잭슨피자주식회사,02-792-7374,서울특별시 용산구 이태원로55가길 26-1,1층 (한남동),"주요메뉴 : 페퍼로니 딜라이트 &reg; 15,300, (L) 21,500, (S) 33,800추천메뉴 : 수퍼잭슨(R) 19,800, (L) 28,900, (S) 43,000",37.53736169,126.9998009,미국스타일 오리지널 크러스트피자와 딥디쉬피자 그리고 윙과 스파게티&맥주를 판매하는 아메리칸 펍앤다이닝 입니다.
5,일본,하즈키친,02-792-0994,서울특별시 용산구 대사관로31길 20,지상2층 (한남동),"주요메뉴 : 모둠 생선회 50,000, 점보 새우후라이 20,000, 나가사끼 짬뽕 20,000추천메뉴 : 수제 오뎅탕 20,000",37.53413235,127.0060101,생활의 달인`일식4대천왕` 쉐프가 하는 집
5,이탈리아,마이치치스(my chichi`s),02-749-7753,서울특별시 용산구 이태원로19길 5,1층 (이태원동),"주요메뉴 : 프랑스식 키컨 28,000, 고루곤졸라 피자 19,000추천메뉴 : 치치스 버거 15,000",37.53475931,126.9917587,
5,이탈리아,코로비아,02-795-9660,서울특별시 용산구 대사관로 25,지상1층 (한남동),"주요메뉴 : 점심 35,000 ~ 61,000(5코스제공)추천메뉴 : 저녁 150,000(8코스)",37.53389463,127.0011948,캐비어 이탈리안 레스토랑 미슐랭 출신의 주방장의 창의적인 메뉴를 선보임 분기별 전시 그림과 메뉴 리뉴얼 실시.
5,이탈리아,아르모니움,02-792-3972,서울특별시 용산구 대사관로 33,"지상 1, 2층 (한남동)","주요메뉴 : 트러플 단호박 라비올리 32,000, 오렌지소스의 광어요리 45,000추천메뉴 : 한우 채끝 등심스테이크 69,000",37.53384057,127.0017378,운치있고 프로포즈하기 좋은 집
5,독일,도이취하우스,02-794-1313,서울특별시 용산구 대사관로 46,"지상1, 2층 (한남동)","주요메뉴 : 모듬소시지(중) 25,000(2~3인), 돼지족발요리 학센 35,000추천메뉴 : 독일 돈까스 20,000",37.53330715,127.0030503,직수입한 독일맥주를 넓은 홀에서 즐길 수 있는 집
5,일본,엔스시,02-790-8885,서울특별시 용산구 대사관로 48,지상1층 (한남동),"주요메뉴 : 오늘의 엔 초밥 18,000, 초밥우동세트 15,000추천메뉴 : 사시미 35,000~75,000",37.53335759,127.0035481,예쁜 스시와 깔끔함으로 고객을 끄는 집
5,베트남,월남집,02-749-5515,서울특별시 용산구 대사관로 65,1층 (한남동),"주요메뉴 : 쌀국수 8,500~10,500, 팟타이 9,500~11,500추천메뉴 : 월남쌈 25,000",37.53344762,127.0054534,한남동 베트남음식 판매
5,이탈리아,파올로데마리아(Paolodemaria),02-599-9936,서울특별시 용산구 대사관로31길 13,(한남동),"주요메뉴 : 카프리스타일의 가지롤 19,000, 다섯가지 치즈와 꿀에 졸인 사과를 곁들인 피자 26,000, 오렌지크림과 새우를 곁들인 가레피 파스타 24,000추천메뉴 : 로즈마리풍미의 오븐감자를 곁들인 매콤한 닭고기 요리 28,000",37.53397019,127.0057295,
5,일본,하즈벤,02-797-7272,서울특별시 용산구 대사관로31길 20,지상1층 (한남동),"주요메뉴 : 초밥 15,000~25,000, 벤또 13,000~19,000추천메뉴 : 덮밥 11,000~14,000",37.53413235,127.0060101,"초밥, 벤또가 맛있는 집"
5,일본,마구로센,02-792-1110,서울특별시 용산구 대사관로31길 24,지상1층 (한남동),"주요메뉴 : 마구로 50,000, 마구로특선 70,000추천메뉴 : 마구로 스페셜 100,000",37.53433778,127.0060463,국내 최초 생참치 취급점(예약필수)
5,태국,마이면,02-794-3343,서울특별시 용산구 보광로 111,"A동, 1층 (이태원동)","주요메뉴 : 비프누들숲 9,000추천메뉴 : 팟타이 치킨, 새우 14,000",37.53274483,126.9943883,현지인 쉐프가 만든 태국길거리 음식
5,일본,시소스시,02-794-3343,서울특별시 용산구 보광로 111,(이태원동),"주요메뉴 : 시소모듬생선초밥 18,000추천메뉴 : 런치 생선초밥 9,000",37.53274483,126.9943883,
5,미국,리버틴,02-790-9477,서울특별시 용산구 보광로 112-3,1층 (이태원동),"주요메뉴 : 에그베네딕트 17,000추천메뉴 : 버거 19,000",37.5328854,126.9946553,이태원 브런치문화를 선도하는 난봉꾼
5,프랑스,꾸띠자르당,02-793-5072,서울특별시 용산구 보광로 120,"1,2층 (이태원동)","주요메뉴 : 링귀니파스타 21.000추천메뉴 : 양갈비 38,000",37.53344762,126.99461,이태원 대표 프랑스레스토랑
5,멕시코,하시엔다,070-4405-6322,서울특별시 용산구 보광로59길 10,(이태원동),"주요메뉴 : 카코 11,000추천메뉴 : 케시디야 11,000",37.53404223,126.9934967,
5,프랑스,도리키친,02-790-1553,서울특별시 용산구 보광로59길 25,(이태원동),주요메뉴 : 프렌치 어니언 스프 미정추천메뉴 : 뵈프 부르기뇽 미정,37.53382233,126.9925599,분위기가 좋음
5,미국,더푸드트럭커스,02-3785-2015,서울특별시 용산구 보광로59길 26,(이태원동),"주요메뉴 : dogs 7,800추천메뉴 : press 7,800",37.53403496,126.9925101,
5,일본,스시이태원,02-794-3937,서울특별시 용산구 보광로59길 62,2층 (이태원동),"주요메뉴 : 연어초밥 12,000, 투데이콤보 12,000추천메뉴 : 스시이태원 브런치콤보 8,000",37.53375731,126.9905912,
5,인도,자프란레스토랑,02-794-3570,서울특별시 용산구 우사단로10길 36,"2,3층 (한남동)","주요메뉴 : 탄두리치킨 11,000, 18,000추천메뉴 : 양고기카레 11,000, 란 2,000",37.53300082,126.9975698,인도 현지 요리사가 직접만드는 정통인도 요리
5,터키,쌀람,02-793-4323,서울특별시 용산구 우사단로10길 39,(한남동),"주요메뉴 : 도네르케밥12,000, 아다나케밥 12,000추천메뉴 : 추킨수수케밥 14,000",37.5332495,126.997615,케밥전문점
5,파키스탄,피에이케이인디아,02-790-1509,서울특별시 용산구 우사단로10길 49,(한남동),"주요메뉴 : beef masala 12,000추천메뉴 : Dall Tark 8,000",37.53281703,126.9982486,아담하고 조용한 음식점
5,한식(할랄한식),마깐레스토랑,02-6012-2231,서울특별시 용산구 우사단로10길 52,(한남동),"주요메뉴 : 불고기 10,000추천메뉴 : 비빔밥 8,000",37.53263323,126.9982622,아담한 식당 분위기(불고기 전문점)
5,할랄한식,이드(EID),,서울특별시 용산구 우사단로10길 67,(한남동),"주요메뉴 : 불고기 10,000, 삼계탕 12,000추천메뉴 : 찜닭 12,000 ",37.53237735,126.9991854,국내 할랄 한식당
5,미국,랍스터 바(Lobster Bar),070-8225-3963,서울특별시 용산구 이태원로 140-1,"(이태원동, 빅토리타운)","주요메뉴 : 그릴드라이브 랍스터 54,000, 싱가폴리안 칠리 랍스터 64,000추천메뉴 : 그릴 치즈 샌드위치, 롤 샌드위치 21,000 ",37.53396625,126.9894372,국내 랍스터 열풍을 주도한 대표 랍스터 전문점 랍스터와 각종 해산물을 이용해 양식 및 퓨전 스타일 메뉴로 제공
5,그리스,산토리니 타베르나(1),02-749-4517,서울특별시 용산구 이태원로 136-1,(이태원동),"주요메뉴 : 기로스 삐따브렌드 22,000, 폭 수블라끼 22,000추천메뉴 : 치킨 수블라끼 22,000",37.53397342,126.9890299,
5,아르헨티나,다코너,02-792-6013,서울특별시 용산구 이태원로 136-13,(이태원동),"주요메뉴 : 치킨비리아니 8,000추천메뉴 : WAZWN spesial set menu 41,000",37.53378967,126.9896816,
5,이탈리아,더피자필,02-795-3283,서울특별시 용산구 이태원로 136-4,(이태원동),"주요메뉴 : 마르게리따(margherita) 14,500, 수프림(supreme) 16,500추천메뉴 : 그릭(greek) 17,500",37.53390854,126.9890072,
5,미국,라이포스트 이태원1호점,02-792-9991,서울특별시 용산구 이태원로 164,(이태원동),"주요메뉴 : 필리치즈 스테이크 샌드위치 8,800, 베트남 반미 샌드위치 8,800추천메뉴 : 자메이카 저크치킨 샌드위치 8,800 ",37.5341863,126.9920801,
5,미국,(유)아웃백스테이크하우스 이태원점,02-749-5101,서울특별시 용산구 이태원로 172,(이태원동),"주요메뉴 : 립 35,000, 파스타 20,000추천메뉴 : 스테이크 47,000",37.53422239,126.9929445,
5,멕시코,타코벨 이태원지점,02-749-6696,서울특별시 용산구 이태원로 180,(이태원동),"주요메뉴 : 타코 2,700, 브리또 5,000추천메뉴 : 퀘사릴라 3,300",37.53422967,126.9941845,
5,사우디아라비아/아랍에미레이트/카타르/모로코,신밧드,02-792-0069,서울특별시 용산구 이태원로 180,(이태원동),"주요메뉴 : 메자플레이트(후무스, 모하본, 바바가누쉬) 15,000, 쿠스쿠스 램 26,000추천메뉴 : MIXED GRILL 29,500",37.53422967,126.9941845,
5,터키,앙카라피크닉,02-793-2550,서울특별시 용산구 이태원로 182,(이태원동),"주요메뉴 : 치킨케밥 5,000, 양고기샌드위치 6,500추천메뉴 : 치킨라이스 케밥 8,000 ",37.5343414,126.9942886,
5,터키,파샤(PASHA),02-793-6144,서울특별시 용산구 이태원로 189,(이태원동),"주요메뉴 : 파샤케밥 27,500, 만타르피르졸라 37,500추천메뉴 : 파샤피데 23,00",37.5348568,126.9949131,
5,터키,케르반레스토랑,02-792-4767,서울특별시 용산구 이태원로 190,(이태원동),"주요메뉴 : 요거트 치킨 케밥 21,000, 믹스피데 24,500추천메뉴 : 케르반 스페셜 2p 89,000",37.53435585,126.9951485,
5,터키,미스터케밥,02-3463-2356,서울특별시 용산구 이태원로 192,(이태원동),"주요메뉴 : 라이스 랩 닭고기 6,500, 또띠아 빵 5,500추천메뉴 : 필라프 케밥 닭고기 8,500",37.53436667,126.9953703,다양한 터키 케밥과 할랄 음식의 대표적 음식점
5,터키,앙카라펠레스,02-3785-3787,서울특별시 용산구 이태원로 192,(이태원동),"주요메뉴 : Mixed Grill 30,000 Faruk pirzola 18,000추천메뉴 : Ankara Sarma Lamb 23,900",37.53436667,126.9953703,
5,아랍 권,두바이(DUBAI),02-798-9277,서울특별시 용산구 이태원로 192,(이태원동),"주요메뉴 : 믹스그릴 27,500 만디 17,600추천메뉴 : 캅사 16,500",37.53436667,126.9953703,
5,파라과이,프로메사,02-515-4075,서울특별시 용산구 이태원로14길 26,(이태원동),"주요메뉴 : 세코데치보 24,000, 퀴노아샐러드 13,000추천메뉴 : 로모살떼아도 22,000",37.53320232,126.9908493,
5,이탈리아,비밀(BMeal),02-797-0715,서울특별시 용산구 이태원로55가길 35,지상1층 (한남동),"주요메뉴 : 리코타 치즈 팬케�� 14,000 에그 베네딕트 12,000추천메뉴 : 아보카도 크림 까르보나라 16,000",37.53675261,126.9997058,기존 파스타가 아닌 건강식 재료를 사용한 건강식 파스타
5,일본,진돈부리,02-797-1179,서울특별시 용산구 이태원로55가길 38,지상1층 (한남동),"주요메뉴 : 믹소동 8,000, 규동 9,000추천메뉴 : 아부리사케동 11,000",37.53688236,126.9995338,일본재료를 사용해서 당일 판매재료만 판매합니다.
5,일본,스시제트(Z),02-795-4267,서울특별시 용산구 이태원로55길 11,"지상 1,2층 (한남동)","주요메뉴 : 오션 스시 코스 45,000추천메뉴 : 소울 스시 데판 코스 78,000",37.53824827,127.0008599,스시 & 데판 전문
5,베트남,르사이공(이태원점),02-792-0336,서울특별시 용산구 보광로59길 31,1층 (이태원동),"주요메뉴 : 소고기 쌀국수 8,900, 11,900추천메뉴 : 프리미엄 쌀국수 11,900, 14,900",37.5338151,126.9922159,
